adjective,meaning,Primary sense-type,Secondary sense-type
లోలజిహ్వుడు,"చలించెడి నాలుక కలవాడు, జిహ్వాచాపల్యము గలవాడు, తిండికై యల్లాడువాడు",,
లోలము,"కదలునది, చంచలము 2.కలతనొందినది, క్షుబ్ధము ౩.అస్థిరము, క్షణభంగురము 4.మిక్కిలియాసక్తిగలది, తృష్ణతో గూడినది",,
లోలితము,"చాలితము, చలింపజేయబడినది, కదల్పబడినది",,
లోలుపము,"అత్యాసక్తి గలది, ఉత్కటమైన యిచ్చకలది",,
లోవంక,లోపలికి వంగినది,,
లోవిడి,"పూర్వపుది, మునుపటిది",,
లోవై(వయి)నము,కడచినది,,
లోహబద్ధము,ఇనుముతో నతుకబడినది,,
లోహమారకము,లోహమును భస్మముగా జేయునది,,
లోహము,"ఎఱ్ఱనిది 2.రాగిది, రాగితో జేయబడినది ౩.ఇనుపది, ఇనుముతో జేయబడినది",,
లోహలము,"ఇనుముతో జేయబడినది, అయోమయము 2.లోహము నాకర్షించునది, లోహగ్రాహకము ౩.అస్పష్టముగా మాటలాడునది",,
లోహితకము,ఎఱ్ఱనిది,,
లోహితకల్మాషము,ఎఱ్ఱని మచ్చలు గలది,,
లోహితము,"ఎఱ్ఱనిది, ఎఱుపురంగుగలది 2.రాగిది, రాగితో జేయబడినది",,
లోహితోదము,ఎఱ్ఱని నీరు గలది,,
లౌకికజ్ఞుడు,"లోకాచార మెఱిగినవాడు, లోకవ్యవహారములు తెలిసినవాడు",,
లౌకికము,"లోకసంబంధమైనది, భూలోకసంబంధమైనది 2.సర్వసామాన్యమైనది, వాడుకలోనున్నది ౩.ప్రతిదినమున జరుగునది, ఆచారముగా నున్నది 4.లోకములోనిది 5.లోకవిదితము, పదుగురకు దెలిసినది 6.లోకహితము,లోకమునకు మేలుచేయునది",,
